kepid,kepoi_name,fpp_prob,fpp_score,fpp_prob_heb,fpp_prob_ueb,fpp_prob_beb,fpp_prob_heb_dbl,fpp_prob_ueb_dbl,fpp_prob_beb_dbl,fpp_ror,fpp_steff,pp_host_rel_prob,pp_host_prob_score,pp_1hi_rel_prob,pp_2hi_rel_prob,pp_unk_rel_prob,fpp_fp_components_sum,radio_silence_risk,Radio_Silent,risk_threshold_0p75
11924426,K05944.01,1.0,1.0,0.13,0.83,1.8e-05,0.021,0.02,1.9e-06,0.583,6016.0,1.0,1.0,1.0,0.0,4.767e-07,1.0010199,0.6609670925559826,1,0.6606315896878756
7908367,K06166.01,0.0014,1.0,0.00023,0.0011,2.9e-05,4.7e-09,3e-07,7.2e-08,0.033,5307.0,1.0,1.0,1.0,7.7e-102,1.157e-06,0.0013593767,0.3321354978242363,0,0.6606315896878756
7908367,K06166.02,0.0014,1.0,2.6e-10,0.00074,0.00063,4.8e-07,1.3e-06,5e-06,0.029,5321.0,1.0,1.0,1.0,1.2e-99,0.0001865,0.00137678026,0.3321354978242363,0,0.6606315896878756
7940533,K06167.01,0.1,0.9,2.2999999999999997e-14,4.3e-24,1.5e-05,4.3e-16,2.8e-19,2.4000000000000003e-34,0.245,5521.0,1.0,1.0,1.0,0.0,2.043e-07,1.500000002343028e-05,0.36457062165535464,0,0.6606315896878756
8043882,K06169.01,0.97,0.034,1.4e-309,9.8e-297,0.0,3.5e-47,5.6e-41,1.9e-144,0.009,5697.0,0.0,1.0,0.0,0.0,0.0008272,5.600003500000001e-41,0.6524212655461614,0,0.6606315896878756
8197761,K06175.01,0.99,1.0,0.15,0.84,0.00076,0.00023,0.0022,1.4e-08,0.116,7995.0,1.0,0.95,1.0,0.0,0.0001617,0.993190014,0.6583913996351557,0,0.6606315896878756
8265156,K06177.01,0.2,1.0,0.00042,0.0057,0.031,0.0022,0.023,0.13,0.006,7282.0,5.9000000000000005e-96,0.67,4e-15,9.7e-32,1.0,0.19232,0.39912465956278376,0,0.6606315896878756
8374077,K06179.01,0.0056,1.0,4.6e-11,3e-08,0.0035,4.1e-06,1.2e-05,0.0022,0.019,5692.0,1.0,0.64,1.0,0.0,0.0001754,0.0057161300460000005,0.3335553174237618,0,0.6606315896878756
8517303,K06181.01,0.99,1.0,1.9e-07,0.99,1e-05,1.7e-06,0.00017,0.00018,0.042,4746.0,1.0,1.0,1.0,0.0,1.771e-05,0.9903618899999999,0.657461069491649,0,0.6606315896878756
2707916,K04950.01,1.0,0.0,8.800000000000001e-168,3.7999999999999996e-276,1.2e-68,4.3e-95,9.2e-73,3e-13,0.019,4450.0,0.0,1.0,0.0,0.0,0.0003944,3e-13,0.6622899644805788,1,0.6606315896878756
2708270,K04951.01,1.0,0.0,4.6e-294,0.0,6e-194,9.5e-133,3.1e-269,1.7e-51,0.015,4118.0,0.0,1.0,0.0,0.0,0.0002672,1.7e-51,0.6622899644805788,1,0.6606315896878756
2711123,K04953.01,1.0,1.0,7.6e-28,1.2e-29,0.87,9.2e-06,1.8e-05,0.13,0.29,4669.0,0.0,1.0,0.0,0.0,0.9478,1.0000272,0.662298912100946,1,0.6606315896878756
2850321,K04956.01,1.0,1.0,6.0999999999999995e-37,7e-08,1.0,2.1e-05,4e-06,7.5e-07,0.723,6492.0,1.0,0.7,1.0,5e-16,7.143e-05,1.00002582,0.660640083348092,1,0.6606315896878756
2987433,K04959.01,0.98,1.0,0.18,0.8,0.00016,5.3e-05,0.0011,3e-06,0.48,6259.0,1.0,1.0,1.0,6.2e-102,6.832e-07,0.981316,0.6544853639915205,0,0.6606315896878756
3101178,K04963.01,0.00055,1.0,5.7e-05,0.00042,5.7e-05,1.1e-10,9.7e-14,1.7e-07,0.012,6896.0,1.0,0.58,1.0,1.4e-14,0.0001594,0.0005341701100969999,0.3318558846877658,0,0.6606315896878756
3120397,K04965.01,0.068,1.0,6.5e-09,4.6e-08,0.018,0.00016,0.0001,0.05,0.016,5302.0,0.0,1.0,0.0,0.0,8.443e-05,0.0682600525,0.35578793024566746,0,0.6606315896878756
3222680,K04966.01,1.0,1.0,3.8e-38,1.1e-73,0.054,1.6e-15,4.8e-18,0.95,0.02,4715.0,1.2999999999999999e-101,1.0,1.0,1.5e-83,8.67e-07,1.0040000000000016,0.9952807495457985,1,0.6606315896878756
3240049,K04968.01,0.0,,,,,,,,0.027,4359.0,1.0,1.0,1.0,0.0,1.228e-06,0.0,0.33167495854063017,0,0.6606315896878756
7800285,K05427.01,1.0,1.0,3.1000000000000002e-27,2.3e-09,0.23,0.00027,0.62,0.15,0.352,5561.0,0.0,0.44,1.0,0.0,0.0003072,1.0002700023,0.994053742068219,1,0.6606315896878756
7837526,K05436.01,1.0,1.0,0.076,0.92,0.00025,1.5e-05,7.3e-05,5.9e-09,0.431,6262.0,1.0,1.0,1.0,0.0,7.528e-07,0.9963380059,0.6606315896878756,1,0.6606315896878756
7885558,K05439.01,0.0035,1.0,1.1e-83,3.4e-65,4.0000000000000004e-147,1.7e-19,3.8e-18,9.799999999999999e-31,0.007,5492.0,0.0,1.0,0.0,0.0,0.03916,3.9700000000009796e-18,0.3344846815423487,0,0.6606315896878756
7935997,K05447.02,0.7,1.0,5.4e-14,1.2999999999999998e-14,0.041,0.00074,3e-05,0.66,0.007,5714.0,1.0,0.56,1.0,0.0,4.791e-05,0.7017700000000671,0.5625268535808546,0,0.6606315896878756
7938499,K05448.01,1.0,0.0,0.0,0.0,0.0,8.5e-59,1.3000000000000002e-124,9.1e-10,0.012,4431.0,0.0,1.0,0.0,0.0,0.000277,9.1e-10,0.6622899644805788,1,0.6606315896878756
7941635,K05449.01,1.0,1.0,1.7000000000000002e-18,7.899999999999999e-21,0.95,8e-05,0.0022,0.048,0.385,5194.0,1.0,1.0,1.0,0.0,7.274e-05,1.0002799999999998,0.6607236975445968,1,0.6606315896878756
11968514,K05947.01,0.0,,,,,,,,0.307,4910.0,1.1e-101,1.0,1.0,1.1e-101,4.847e-07,0.0,0.6650082918739635,1,0.6606315896878756
12253490,K05961.01,0.99,1.0,0.078,0.91,0.00029,0.00028,0.0019,4.9e-07,0.448,4646.0,1.0,1.0,1.0,0.0,2.065e-06,0.99047049,0.6574967941817916,0,0.6606315896878756
12257851,K05962.01,0.89,0.11,1.1e-120,2.5000000000000002e-76,5.9e-124,5.1e-25,8.9e-24,1.4e-63,0.008,5836.0,0.0,1.0,0.0,0.0,0.001816,9.41e-24,0.6261047350543818,0,0.6606315896878756
12265150,K05963.01,0.94,1.0,0.00097,0.27,0.32,0.0061,0.1,0.23,0.019,5747.0,1.2e-95,0.44,1.0000000000000001e-77,1.2e-95,1.0,0.92707,0.6425525666117441,0,0.6606315896878756
12300524,K05964.01,0.00078,1.0,4.7e-11,1.8e-08,0.00024,3.2e-07,3.7e-07,0.0001,0.008,5910.0,0.9,0.33,0.9,0.1,0.0001819,0.000340708047,0.3652648780462584,0,0.6606315896878756
12645761,K05976.01,1.0,0.001,9.4e-124,1.6e-230,8.4e-26,5.3e-22,3.7e-25,0.00059,0.393,4744.0,1.0,1.0,1.0,0.0,2.694e-07,0.00059,0.6606315896878756,1,0.6606315896878756
12736658,K05980.01,1.0,1.0,1.1e-41,4.5000000000000003e-23,3.7e-08,0.00053,0.84,0.16,0.372,5854.0,2e-95,1.0,2e-95,0.0,1.0,1.0005300369999999,0.6624643236664821,1,0.6606315896878756
2309587,K05982.01,0.97,1.0,0.093,0.87,0.00029,0.00019,0.00067,1.2e-08,0.5,5927.0,1.0,1.0,1.0,0.0,1.14e-06,0.964150012,0.6507628907534583,0,0.6606315896878756
2445134,K05983.01,0.98,1.0,0.27,0.71,2.4e-05,7.8e-05,0.00015,8.800000000000001e-12,0.354,6435.0,1.0,1.0,1.0,0.0,6.561e-07,0.9802520000088,0.6541353541388747,0,0.6606315896878756
3241344,K05984.01,0.0,,,,,,,,,,1.0,1.0,1.0,0.0,1.454e-06,0.0,0.33167495854063017,0,0.6606315896878756
8590780,K06183.01,0.94,1.0,0.046,0.0076,2e-09,0.12,0.77,3.7e-05,0.653,6215.0,1.0,1.0,1.0,0.0,9.873e-07,0.943637002,0.6420906077444367,0,0.6606315896878756
8653134,K06186.01,8.8e-06,1.0,6.1e-20,6.9e-50,8.8e-06,3.7e-12,5.3e-26,3.1e-12,0.024,5500.0,1.0,0.56,1.0,8.5e-57,3.367e-05,8.80000680000006e-06,0.3316778533612212,0,0.6606315896878756
8702921,K06187.01,0.99,1.0,0.023,0.96,7.7e-05,1.3e-09,0.00059,1.0000000000000001e-96,0.052,4959.0,1.0,1.0,1.0,1.0999999999999999e-91,1.303e-06,0.9836670013,0.6573420233764032,0,0.6606315896878756
8822421,K06188.01,3.8e-05,1.0,1.4e-19,5.3000000000000004e-12,3.8e-05,2.6e-09,1.1e-07,6.699999999999999e-14,0.03,5344.0,1.0,0.95,1.0,0.0,3.132e-06,3.811260536700014e-05,0.33168749593489594,0,0.6606315896878756
8957954,K06189.01,0.4,1.0,0.34,0.0018,3.5e-20,0.0052,0.051,1e-05,0.578,6228.0,1.0,1.0,1.0,0.0,5.605e-07,0.39801000000000003,0.46325761099952834,0,0.6606315896878756
8984706,K06190.01,1.0,1.0,0.13,0.87,3.6e-05,2.1e-05,3.2e-05,4.4e-13,0.577,5960.0,1.0,1.0,1.0,0.0,1.029e-06,1.00008900000044,0.6606608668281925,1,0.6606315896878756
9093086,K06191.02,0.00034,1.0,2e-09,1.1e-05,0.00017,2e-06,8e-06,0.00012,0.011,5956.0,1.0,0.44,1.0,0.0,0.0002559,0.000311002,0.33178680379522024,0,0.6606315896878756
9101400,K06192.01,1.0,1.0,6.699999999999999e-86,5.499999999999999e-128,7.2e-173,0.054,0.94,0.00013,0.621,6405.0,1.0,1.0,0.0,0.0,1.164e-06,0.99413,0.32895663114724544,0,0.6606315896878756
9119652,K06193.01,0.99,1.0,2.4e-09,5.800000000000001e-13,2.2999999999999997e-14,0.1,0.89,5.6e-05,0.643,5438.0,0.0,1.0,0.0,0.0,1.0,0.990056002400603,0.6590188205301448,0,0.6606315896878756
3341760,K04973.01,0.052,1.0,3.9e-06,1.5e-05,0.031,4.6e-05,0.0012,0.021,0.007,6129.0,1.4e-05,1.0,1.0,1.4e-05,3.1e-05,0.053264900000000004,0.6825301107191114,1,0.6606315896878756
3355104,K04975.01,0.87,1.0,0.03,0.23,0.51,0.0018,0.022,0.076,0.042,6118.0,0.93,0.33,0.93,0.059,0.0003526,0.8698,0.6375521364281201,0,0.6606315896878756
3439031,K04980.01,0.99,1.0,0.0054,4.2e-07,7.300000000000001e-34,0.087,0.9,3e-08,0.678,6673.0,1.0,1.0,0.0,0.0,2.519e-06,0.9924004500000001,0.32645670878101046,0,0.6606315896878756
3449540,K04982.01,0.0,,,,,,,,0.652,5908.0,1.0,1.0,0.0,0.0,1.102e-06,0.0,0.0,0,0.6606315896878756
3553900,K04992.01,0.28,1.0,1.2e-06,4.9e-05,0.087,0.00072,0.0052,0.19,0.017,5539.0,0.022,0.44,0.98,0.022,8.978e-06,0.2829702,0.7514232321647737,1,0.6606315896878756
3644399,K04997.01,0.16,0.96,2e-19,3.3e-14,0.071,1.7e-10,8.2e-08,0.048,0.019,6186.0,0.0,1.0,0.0,0.0,0.0008275,0.119000082170033,0.38596639431689256,0,0.6606315896878756
3755522,K05005.01,0.0015,1.0,1.3e-07,1.5e-05,0.0012,1.2e-06,1.3e-05,0.00015,0.013,5849.0,4.2e-07,1.0,1.0,4.2e-07,7.06e-07,0.0013793299999999998,0.6655017261241669,1,0.6606315896878756
3758499,K05007.01,0.06,1.0,1.3e-11,3.9e-12,0.016,0.00015,5.9e-05,0.044,0.009,5925.0,0.39,0.5,0.61,0.39,0.0002113,0.060209000016899994,0.5548144416842673,0,0.6606315896878756
7941635,K05449.02,1.0,0.0,1.6e-99,0.0,3.2e-53,3.3999999999999997e-35,3.5e-82,3.4e-10,0.232,5187.0,1.0,0.67,1.0,0.0,2.393e-05,3.4e-10,0.6606315896878756,1,0.6606315896878756
8009811,K05459.01,1.0,1.0,0.034,0.22,0.46,0.0038,0.063,0.22,0.011,6088.0,1.0,0.78,1.0,0.0013,5.575e-05,1.0008,0.6613259324388961,1,0.6606315896878756
8016211,K05460.01,0.0002,1.0,3.8999999999999996e-163,1.9e-158,2.6e-131,3.9999999999999995e-42,4.2999999999999995e-40,0.0002,0.05,4951.0,0.0,1.0,0.0,0.0,0.0,0.0002,0.33339912465956273,0,0.6606315896878756
8029848,K05463.01,1.0,1.0,2.9e-10,1.9e-08,0.001,7.3e-05,0.031,0.97,0.3,5548.0,1e-95,1.0,1.5000000000000001e-18,1e-95,1.0,1.00207301929,0.6629718979225204,1,0.6606315896878756
8037038,K05466.01,0.011,1.0,4e-11,3.6e-07,0.004,1.3e-05,8.1e-05,0.0065,0.017,5641.0,1.0,0.5,1.0,0.0,0.0002553,0.01059436004,0.33529348148324983,0,0.6606315896878756
8043968,K05469.01,1.0,0.0,0.0,0.0,0.0,1.2e-74,8.500000000000001e-95,7.7e-175,0.009,5540.0,0.0,1.0,0.0,0.0,0.0004907,1.2e-74,0.6622899644805788,1,0.6606315896878756
8075618,K05471.01,0.99,1.0,0.057,0.93,0.00016,9.8e-05,0.00044,3.6e-07,0.576,5370.0,1.0,1.0,1.0,0.0,4.242e-07,0.9876983600000002,0.6573420233764032,0,0.6606315896878756
8105398,K05475.01,6.6e-05,1.0,3.2e-09,3.8e-07,4.2e-06,2.2000000000000002e-23,1.2e-31,2.2e-09,0.017,6082.0,1.0,1.0,1.0,1.4e-22,9.941e-06,4.585399999999999e-06,0.33169666967828587,0,0.6606315896878756
8105398,K05475.02,0.052,1.0,3.9e-07,0.00024,0.032,0.00016,0.0013,0.018,0.007,6077.0,0.87,0.44,0.87,0.13,0.0001854,0.05170039,0.3921140366936202,0,0.6606315896878756
8105719,K05476.01,0.0013,1.0,7.9e-10,3.1e-06,0.00037,2.4e-07,4e-06,7.8e-05,0.02,5639.0,1.0,0.5,1.0,0.0,5.098e-05,0.00045534079,0.3321026021611216,0,0.6606315896878756
3347485,K05985.01,1.0,0.76,4.7000000000000006e-12,4.9000000000000004e-91,0.76,5.8e-06,3.4e-06,6e-06,0.364,5434.0,1.0,1.0,1.0,0.0,6.43e-07,0.7600152000046999,0.6606315896878756,1,0.6606315896878756
3530668,K05986.01,0.98,1.0,0.049,0.93,7.8e-06,8.2e-06,1.3e-05,3.1000000000000002e-34,0.336,5943.0,1.0,1.0,1.0,0.0,4.279e-07,0.9790290000000001,0.6540524570649308,0,0.6606315896878756
3532985,K05987.01,0.0,,,,,,,,0.055,4872.0,1.0,1.0,1.0,0.0,1.791e-05,0.0,0.33167495854063017,0,0.6606315896878756
3831911,K05988.01,1.0,1.0,0.6,0.33,0.032,0.0057,0.021,0.00046,0.412,4016.0,3.8e-26,1.0,1.0,3.8e-26,3.836e-06,0.98916,0.9939649230212089,1,0.6606315896878756
3852258,K05989.01,1.0,1.0,1.2e-25,1.9e-23,0.99,0.00064,0.00027,0.0096,0.024,4627.0,3.1e-101,1.0,1.0,3.1e-101,3.582e-06,1.00051,0.994132690903094,1,0.6606315896878756
3858919,K05990.01,0.0086,1.0,2.9e-16,2.8000000000000003e-23,0.0053,1.3e-07,1.6e-09,0.0013,0.021,5697.0,0.0,1.0,0.0,0.0,0.0,0.0066001316000002894,0.3361623603611996,0,0.6606315896878756
3869326,K05991.01,1.0,1.0,0.61,1.7e-07,0.37,0.0007,0.0093,0.0095,0.026,4829.0,1.0,1.0,1.0,0.0,1.836e-05,0.9995001699999999,0.6606315896878756,1,0.6606315896878756
3971315,K05992.01,1.0,1.0,0.067,0.41,0.067,0.043,0.41,0.0097,0.367,6255.0,1.7e-101,1.0,1.0,1.7e-101,2.793e-06,1.0067000000000002,0.9961689324498956,1,0.6606315896878756
4037428,K05993.01,0.97,1.0,0.072,0.9,3e-05,6.8e-05,0.00061,1.6e-10,0.194,6120.0,1.0,1.0,1.0,0.0,3.696e-07,0.9727080001599999,0.651653705363238,0,0.6606315896878756
4049124,K05994.01,0.92,1.0,0.13,0.79,0.00044,0.0005,0.00075,8.3e-13,0.351,5408.0,1.0,0.94,1.0,0.0,6.919e-07,0.92169000000083,0.6348709959030079,0,0.6606315896878756
4275328,K05995.01,1.0,1.0,0.0027,0.89,0.082,0.0006,0.027,0.0011,0.291,6344.0,2.2000000000000001e-82,1.0,1.0,3.8e-17,2.295e-06,1.0034,0.9950833755671096,1,0.6606315896878756
6674908,K06149.01,0.02,1.0,1.2e-83,0.0,0.019,4.700000000000001e-24,1.7e-55,0.00057,0.015,3864.0,1.6e-95,1.0,0.0023,1.6e-95,0.9977,0.01957,0.3406753183609217,0,0.6606315896878756
6967278,K06152.01,1.0,1.0,0.059,0.089,0.65,0.0052,0.018,0.18,0.021,3551.0,1.5e-13,1.0,1.5e-13,0.0,1.0,1.0012,0.6626847124379552,1,0.6606315896878756
7108433,K06153.01,0.032,1.0,6.8e-120,6.7e-26,1.4e-17,1.4e-11,0.032,6.8e-16,0.691,6417.0,1.0,1.0,0.0,0.0,1.093e-06,0.0320000000140007,0.010526612201317476,0,0.6606315896878756
7129465,K06155.01,0.64,1.0,0.47,2.8e-08,7.299999999999999e-14,0.015,0.16,1.6e-06,0.583,5352.0,1.0,1.0,1.0,0.0,1.086e-06,0.645001628000073,0.543852521172023,0,0.6606315896878756
7174617,K06156.01,0.15,1.0,0.013,0.13,0.0012,0.0045,0.0013,1.8e-10,0.301,5253.0,1.0,1.0,1.0,0.0,3.064e-07,0.15000000018,0.3810184532719292,0,0.6606315896878756
7422883,K06159.01,1.0,1.0,0.063,0.93,0.00012,0.00037,0.008,4.1e-06,0.266,6885.0,1.0,1.0,1.0,0.0,4.377e-06,1.0014941,0.6611230837904727,1,0.6606315896878756
7622059,K06161.01,1.0,0.0,1.0999999999999999e-126,6.6e-176,7.3e-128,2.6999999999999997e-31,6.100000000000001e-48,1.3e-67,0.328,6231.0,1.0,1.0,1.0,0.0,1.162e-05,2.6999999999999997e-31,0.6606315896878756,1,0.6606315896878756
7750740,K06162.01,0.95,1.0,0.16,0.8,0.00012,3.3e-05,0.00034,2.5e-10,0.501,5698.0,1.0,1.0,1.0,0.0,7.117e-07,0.9604930002500001,0.6476355001433806,0,0.6606315896878756
7838906,K06165.01,0.0,,,,,,,,0.306,4172.0,0.67,1.0,0.67,0.22,0.0001384,0.0,0.4051907131011608,0,0.6606315896878756
3836450,K05010.01,0.64,1.0,1.2e-15,7.3e-10,0.061,3.2e-07,3e-05,0.58,0.007,5312.0,0.0,1.0,0.0,0.0,0.0004752,0.6410303207300012,0.5442045081039127,0,0.6606315896878756
3836509,K05011.01,1.0,1.0,2.8e-64,4e-91,0.031,1.6e-15,2e-18,0.97,0.02,4795.0,0.0,1.0,0.0,0.0,0.0002002,1.0010000000000017,0.6626189211117266,1,0.6606315896878756
3836522,K05012.01,1.0,1.0,3.7999999999999996e-14,0.0054,0.14,0.0001,0.0093,0.84,0.021,5589.0,0.0,1.0,0.0,0.0,0.001663,0.994800000000038,0.6622899644805788,1,0.6606315896878756
3846515,K05013.01,0.0068,1.0,8e-16,1.5e-07,9e-05,3.3e-05,0.00032,0.0064,0.009,6394.0,1.2e-95,1.0,6e-76,1.2e-95,1.0,0.006843150000000801,0.3355844329037689,0,0.6606315896878756
3848665,K05014.01,1.0,1.0,8.9e-05,0.05,0.66,0.00063,0.28,0.0029,0.357,6142.0,0.0,1.0,0.0,0.0,0.0,0.9936190000000001,0.6622899644805788,1,0.6606315896878756
3848919,K05015.01,1.0,0.37,1.3000000000000001e-272,1.8999999999999998e-283,4e-85,1.6e-05,0.001,0.37,0.642,5313.0,1.0,1.0,1.0,0.0,6.876e-07,0.371016,0.6606315896878756,1,0.6606315896878756
3854101,K05018.01,1.0,1.0,0.21,0.69,0.07,0.0041,0.017,0.0051,0.442,5464.0,1.0,0.46,1.0,0.0,1.468e-06,0.9962,0.6606315896878756,1,0.6606315896878756
3867593,K05023.01,0.99,1.0,0.1,0.89,7.6e-05,6.5e-05,0.00037,1.2e-08,0.506,6729.0,1.0,1.0,1.0,0.0,1.007e-06,0.9905110119999999,0.657510124162399,0,0.6606315896878756
8108437,K05478.01,0.99,1.0,0.073,0.92,0.00065,8.8e-05,0.00023,2.7e-08,0.385,6166.0,1.0,1.0,1.0,0.0,3.928e-08,0.993968027,0.6586473321706244,0,0.6606315896878756
8155368,K05481.01,1.0,1.0,7.4e-24,1.1e-38,9.1e-09,0.14,0.85,0.0012,0.499,5515.0,1.7e-78,0.91,1.0,1.7e-78,9.754e-05,0.9912000091,0.9939649230212089,1,0.6606315896878756
8158429,K05482.01,0.00013,1.0,1.5e-17,1.9e-10,6.8e-05,2.6e-10,6.2e-09,1.3e-07,0.031,5566.0,0.022,0.67,0.98,0.022,3.681e-06,6.813665000001501e-05,0.6583810728197605,0,0.6606315896878756
8179747,K05483.01,0.96,1.0,0.94,2.6e-09,0.001,0.0042,0.006,3e-06,0.354,5266.0,1.0,1.0,1.0,0.0,1.002e-06,0.9512030025999999,0.6474733244419858,0,0.6606315896878756
8197406,K05486.01,0.3,1.0,0.039,0.26,2.7e-07,0.00021,0.0028,1.4e-07,0.064,6640.0,1.0,1.0,1.0,0.0035,7.298e-05,0.30201041,0.4321841479405208,0,0.6606315896878756
8223655,K05488.01,0.97,1.0,0.17,0.78,0.017,0.0013,0.0054,0.00042,0.221,5274.0,1.1e-99,1.0,1.0,1.1e-99,0.0001234,0.97412,0.9854515254071182,1,0.6606315896878756
8242350,K05493.01,1.0,0.0,5.8999999999999994e-161,5.3999999999999995e-177,1.5000000000000001e-294,3.4e-20,8.2e-31,9.7e-176,0.375,6675.0,1.0,1.0,1.0,0.0,8.191e-07,3.400000000082e-20,0.6606315896878756,1,0.6606315896878756
8255058,K05495.01,1.0,0.7,1.2999999999999999e-21,2.1e-34,0.018,3.5e-05,3.2e-07,0.69,0.29,5044.0,7.2e-96,1.0,0.0075,7.2e-96,0.9925,0.7080353199999999,0.6647775266696335,1,0.6606315896878756
8288404,K05498.01,1.0,1.0,0.16,0.84,3.3e-05,0.00017,3.9e-05,1.3e-09,0.363,5888.0,1.0,1.0,1.0,0.0,7.133e-08,1.0002420013,0.6607111976202568,1,0.6606315896878756
8364969,K05508.01,0.99,1.0,0.066,0.92,0.00033,6.4e-05,0.00078,2.8e-07,0.485,5507.0,1.0,1.0,1.0,0.0,7.424e-07,0.98717428,0.6573420233764032,0,0.6606315896878756
4753561,K05996.01,1.0,1.0,1.1e-15,1.8e-31,0.46,0.0016,0.00018,0.54,0.254,4580.0,9.7e-102,1.0,1.0,9.7e-102,1.729e-06,1.0017800000000012,0.9945504658246515,1,0.6606315896878756
4912991,K05997.01,0.99,1.0,0.12,0.87,0.00025,1e-05,0.00041,2.1e-11,0.213,6501.0,1.0,1.0,1.0,0.0,5.226e-05,0.9906700000209999,0.6575624243261798,0,0.6606315896878756
5036966,K05998.01,0.97,1.0,0.2,0.77,9.9e-05,0.0006,0.0085,5.9e-07,0.573,6349.0,1.0,1.0,0.0,0.0,6.06e-06,0.9791995899999999,0.322114198347164,0,0.6606315896878756
5254230,K05999.01,1.0,1.0,4.8e-09,9.9e-08,0.37,0.045,0.28,0.3,0.321,5355.0,7.700000000000001e-100,1.0,1.0,7.700000000000001e-100,5.601e-05,0.9950001038,0.9939649230212089,1,0.6606315896878756
5385150,K06001.01,0.92,0.09,1.0999999999999999e-126,4.2999999999999996e-265,0.005,1.5000000000000002e-24,6.8e-42,7.3e-20,0.012,5557.0,0.0,1.0,0.0,0.0,0.0005106,0.005,0.6359734339887991,0,0.6606315896878756
5385269,K06002.01,1.0,0.33,7e-112,4.4e-252,0.33,7.400000000000001e-24,3.2e-42,2.7e-13,0.011,6194.0,0.0,1.0,0.0,0.0,0.01114,0.33000000000027,0.6622899644805788,1,0.6606315896878756
5385509,K06003.01,1.0,0.24,7.399999999999999e-276,0.0,0.24,1.7000000000000001e-40,4.2e-91,6e-05,0.017,5058.0,0.0,1.0,0.0,0.0,0.0008065,0.24006,0.6622899644805788,1,0.6606315896878756
5385566,K06004.01,1.0,0.12,3.6999999999999997e-190,0.0,0.12,4.8e-46,7.6e-63,0.0017,0.024,5439.0,0.0,1.0,0.0,0.0,0.0009074,0.12169999999999999,0.6622899644805788,1,0.6606315896878756
5385773,K06005.01,1.0,0.001,3.8e-242,0.0,0.0011,1.1999999999999999e-35,2.0000000000000003e-65,1e-21,0.011,5543.0,0.0,1.0,0.0,0.0,0.0007073,0.0011,0.6622899644805788,1,0.6606315896878756
5386163,K06006.01,0.89,0.14,9.2e-124,8.6e-184,0.033,2.3e-18,1.6e-33,2.5e-75,0.007,6225.0,0.0,1.0,0.0,0.0,0.0006224,0.033,0.6261047350543818,0,0.6606315896878756
9474232,K04760.01,0.00031,1.0,1.5000000000000001e-18,8.8e-09,0.00015,1.5e-06,5.6e-07,0.00014,0.011,5703.0,0.0,1.0,0.0,0.0,1.0,0.0002920688000000015,0.333435309888989,0,0.6606315896878756
3859151,K04761.01,1.0,0.17,4.2e-46,6.499999999999999e-81,0.072,1.4e-13,1.1000000000000002e-19,0.1,0.101,5955.0,0.0,1.0,0.0,0.0,0.001322,0.17200000000013999,0.6622899644805788,1,0.6606315896878756
7098255,K04762.01,0.079,1.0,8.7e-08,1.4e-08,0.018,0.00035,0.00073,0.06,0.017,4591.0,1.0,0.86,1.0,0.0,8.212e-05,0.079080101,0.3576888821563741,0,0.6606315896878756
8349399,K04763.01,0.0043,1.0,1.5e-08,0.00029,0.0014,1.9e-05,2.9e-05,0.0023,0.013,5823.0,1.0,0.33,1.0,0.0,0.0001217,0.004038015,0.3330894720545633,0,0.6606315896878756
10615440,K04765.01,0.013,1.0,2.8e-05,0.00077,0.0075,0.00011,0.00025,0.0044,0.01,6126.0,1.0,0.36,1.0,1.4e-05,0.0001243,0.013058,0.33597511767957045,0,0.6606315896878756
4919550,K04766.01,0.038,1.0,5.3e-08,1.1e-07,0.015,0.00016,0.00024,0.023,0.012,5043.0,1.0,0.33,1.0,0.0,0.0002509,0.038400163,0.3443069467966153,0,0.6606315896878756
5802292,K04767.01,0.0047,1.0,1.4e-06,0.00011,0.00053,3.1e-05,0.001,0.003,0.012,5788.0,0.0,1.0,0.0,0.0,0.0,0.0046724,0.33487942949972543,0,0.6606315896878756
10221505,K04768.01,0.31,1.0,0.032,0.19,0.033,0.0041,0.021,0.03,0.02,5219.0,0.79,0.36,0.79,0.21,0.0002251,0.31010000000000004,0.503684409859391,0,0.6606315896878756
3953106,K05025.01,0.83,0.99,0.73,4.6e-54,7.7e-05,0.011,0.082,0.0012,0.378,5496.0,9.1e-96,1.0,9.1e-96,0.0,1.0,0.8242769999999999,0.606367337185547,0,0.6606315896878756
3962728,K05028.01,0.15,0.99,2.1e-25,5.5000000000000006e-55,0.065,1.9e-08,5.099999999999999e-15,0.08,0.018,5042.0,0.0,1.0,0.0,0.0,4.325e-05,0.1450000190000051,0.3826768280054202,0,0.6606315896878756
3973549,K05032.01,0.88,1.0,0.0076,0.31,0.41,0.005,0.14,0.017,0.033,5988.0,9.3e-60,1.0,1.0,2.3e-36,4.383e-06,0.8896000000000001,0.9576481109425531,1,0.6606315896878756
4058169,K05034.01,0.99,1.0,0.071,0.92,0.00067,8e-05,0.0011,4.3e-07,0.458,6190.0,1.0,1.0,1.0,0.0,6.426e-07,0.99285043,0.6582796912265242,0,0.6606315896878756
4077252,K05038.01,0.083,1.0,2.4e-07,3.9e-14,0.041,0.00049,0.00066,0.041,0.009,10217.0,3.3e-99,1.0,1.0,3.3e-99,0.0004992,0.08315024000003901,0.6923611147034613,1,0.6606315896878756
